Technique, Stage, Time, LeftH_Movement, RightH_Movement, Head_Movement
GoGo_Technique,1,4.802371,0,3.499568,0.9860181
GoGo_Technique,2,4.223264,0,3.067003,0.3804792
GoGo_Technique,3,6.433664,0,6.609649,1.625116
GoGo_Technique,4,8.824237,0,7.22144,1.580931
