Technique, Stage, Time, LeftH_Movement, RightH_Movement, Head_Movement
iSith_Technique,1,10.9689,2.304994,2.47483,1.673846
iSith_Technique,2,17.40291,3.308508,3.913423,0.6228623
iSith_Technique,3,14.0516,4.131205,6.838241,1.098508
iSith_Technique,4,11.25928,4.644769,6.554731,0.9458843
